Gender,GivenName,Surname,Birthday,StreetAddress,EmailAddress,Centimeters,FeetInches
female,Louise,L'Hiver,1/2/1962,"69 rue Petite Fusterie",LouiseLHiver@jourrapide.com,156,"5' 1"""
male,Legget,Blanc,7/23/1959,"19 Square de la Couronne",LeggetBlanc@teleworm.us,182,"6' 0"""
male,Arridano,Demers,9/25/1973,"15 rue du Château",ArridanoDemers@gustr.com,187,"6' 2"""
female,Edmee,Artois,8/23/1955,"84 rue de Groussay",EdmeeArtois@cuvox.de,152,"5' 0"""
male,Marc,Côté,3/9/1950,"35 rue Nationale",MarcCote@superrito.com,184,"6' 0"""
female,Audrey,Abril,12/8/1968,"22 place Maurice-Charretier",AudreyAbril@jourrapide.com,155,"5' 1"""
female,Jeanette,Aupry,6/11/1999,"70 Avenue Millies Lacroix",JeanetteAupry@jourrapide.com,157,"5' 2"""
female,Émilie,Pépin,10/22/1984,"6 Rue de Verdun",EmiliePepin@superrito.com,158,"5' 2"""
female,Brigitte,Michel,1/18/1973,"14 rue Gustave Eiffel",BrigitteMichel@armyspy.com,157,"5' 2"""
female,Zara,Brisebois,4/1/1956,"68 boulevard de Prague",ZaraBrisebois@dayrep.com,153,"5' 0"""
female,Dielle,Desruisseaux,4/5/1982,"41 rue du Clair Bocage",DielleDesruisseaux@cuvox.de,156,"5' 1"""
male,Somerville,Ricard,6/27/1974,"96 Chemin Challet",SomervilleRicard@rhyta.com,182,"6' 0"""
female,Dalmace,Parmentier,6/13/1989,"60 Rue Frédéric Chopin",DalmaceParmentier@cuvox.de,155,"5' 1"""
female,Patrice,Jodion,11/9/1930,"93 boulevard de Prague",PatriceJodion@gustr.com,166,"5' 5"""
female,Sophie,Lalonde,1/20/1996,"27 Chemin Du Lavarin Sud",SophieLalonde@rhyta.com,152,"5' 0"""
male,André,Quinn,11/6/1986,"81 Boulevard de Normandie",AndreQuinn@teleworm.us,184,"6' 0"""
male,Aloin,Auberjonois,9/24/1948,"54 Rue Bonnet",AloinAuberjonois@fleckens.hu,185,"6' 1"""
female,Felicienne,Guimond,4/20/1930,"52 boulevard de Prague",FelicienneGuimond@einrot.com,166,"5' 5"""
male,Lothair,Beaulac,9/14/1947,"31 rue Michel Ange",LothairBeaulac@teleworm.us,182,"6' 0"""
female,Claude,Picard,1/3/1938,"58 Rue Hubert de Lisle",ClaudePicard@einrot.com,160,"5' 3"""
male,Jules,Metivier,7/10/1992,"1 rue de Penthièvre",JulesMetivier@cuvox.de,183,"6' 0"""
male,Audric,Émond,7/10/1975,"89 Chemin des Bateliers",AudricEmond@cuvox.de,185,"6' 1"""
female,Rosemarie,Labonté,12/28/1950,"55 Place de la Madeleine",RosemarieLabonte@armyspy.com,160,"5' 3"""
male,Vernon,Laprise,2/15/1967,"91 boulevard de la Liberation",VernonLaprise@teleworm.us,183,"6' 0"""
male,Norris,Vadnais,3/30/1960,"16 Rue Bonnet",NorrisVadnais@dayrep.com,187,"6' 2"""
male,Royce,Poissonnier,5/2/1989,"42 rue Jean Vilar",RoycePoissonnier@jourrapide.com,187,"6' 2"""
male,Aubrey,Berthelette,2/2/1963,"38 rue du Paillle en queue",AubreyBerthelette@armyspy.com,183,"6' 0"""
male,Gradasso,Gauthier,2/2/1932,"90 rue de l'Epeule",GradassoGauthier@dayrep.com,183,"6' 0"""
male,Mercer,Chauvet,10/3/1930,"56 rue Pierre De Coubertin",MercerChauvet@rhyta.com,182,"6' 0"""
female,Marguerite,Lapointe,6/30/1961,"23 rue Pierre De Coubertin",MargueriteLapointe@superrito.com,160,"5' 3"""
male,Eliot,Chastain,6/17/1999,"2 rue Léon Dierx",EliotChastain@cuvox.de,186,"6' 1"""
female,Anastasie,Blanc,8/28/1954,"22 rue de la Mare aux Carats",AnastasieBlanc@rhyta.com,160,"5' 3"""
male,Francis,Sciverit,11/14/1955,"49 rue de Raymond Poincaré",FrancisSciverit@superrito.com,182,"6' 0"""
female,Christelle,Faubert,1/17/1947,"75 Chemin des Bateliers",ChristelleFaubert@dayrep.com,153,"5' 0"""
female,Laurette,Bouvier,1/24/1966,"14 boulevard d'Alsace",LauretteBouvier@einrot.com,166,"5' 5"""
female,Fanchon,Lampron,1/13/1937,"31 rue Léon Dierx",FanchonLampron@rhyta.com,155,"5' 1"""
male,Timothée,Laliberté,4/16/1975,"50 rue du Faubourg National",TimotheeLaliberte@superrito.com,184,"6' 0"""
female,Thérèse,Gagnon,5/26/1989,"37 Rue du Limas",ThereseGagnon@dayrep.com,158,"5' 2"""
male,Loring,Jobin,8/14/1967,"91 Chemin Des Bateliers",LoringJobin@cuvox.de,182,"6' 0"""
male,Landers,Lalonde,4/29/1979,"58 rue du Fossé des Tanneurs",LandersLalonde@jourrapide.com,185,"6' 1"""
female,Mireille,Sevier,5/3/1988,"91 Rue Marie De Médicis",MireilleSevier@superrito.com,157,"5' 2"""
female,Melusina,Pelchat,5/9/1942,"29 rue Léon Dierx",MelusinaPelchat@cuvox.de,163,"5' 4"""
female,Colette,Boucher,6/23/1987,"19 Rue de la Pompe",ColetteBoucher@einrot.com,155,"5' 1"""
female,Annot,Beaulé,1/17/1943,"67 rue des Nations Unies",AnnotBeaule@superrito.com,152,"5' 0"""
male,Louis,Patel,3/8/1998,"53 rue Michel Ange",LouisPatel@dayrep.com,182,"6' 0"""
female,Belda,Deschênes,12/3/1971,"82 cours Franklin Roosevelt",BeldaDeschenes@fleckens.hu,154,"5' 1"""
male,Grégoire,Despins,11/5/1977,"30 rue de l'Epeule",GregoireDespins@armyspy.com,185,"6' 1"""
male,Olivier,Breton,12/23/1984,"52 Avenue des Tuileries",OlivierBreton@superrito.com,184,"6' 0"""
female,Jeanne,Paradis,10/2/1996,"19 rue de la Boétie",JeanneParadis@cuvox.de,166,"5' 5"""
female,Carine,Lagrange,5/20/1971,"34 boulevard de la Liberation",CarineLagrange@cuvox.de,163,"5' 4"""
male,Archaimbau,Berie,4/15/1989,"48 rue des Lacs",ArchaimbauBerie@cuvox.de,183,"6' 0"""
female,Blondelle,Despins,1/6/1947,"54 rue Banaudon",BlondelleDespins@gustr.com,153,"5' 0"""
male,René,Drouin,1/29/1971,"23 rue Victor Hugo",ReneDrouin@superrito.com,184,"6' 0"""
male,Jérôme,"de Brisay",3/17/1992,"4 boulevard Amiral Courbet",JeromedeBrisay@jourrapide.com,188,"6' 2"""
female,Bradamate,Laboissonnière,4/2/1963,"29 rue de l'Aigle",BradamateLaboissonniere@dayrep.com,166,"5' 5"""
female,Bradamate,Mathieu,2/4/1957,"68 rue de Geneve",BradamateMathieu@fleckens.hu,166,"5' 5"""
female,Carole,Truchon,11/17/1946,"28 Rue du Palais",CaroleTruchon@cuvox.de,161,"5' 3"""
male,Valiant,Rancourt,9/20/1975,"63 rue Banaudon",ValiantRancourt@armyspy.com,185,"6' 1"""
female,Cinderella,Jalbert,8/18/1959,"65 rue de la République",CinderellaJalbert@superrito.com,158,"5' 2"""
female,Sydney,Saindon,8/1/1957,"86 rue Goya",SydneySaindon@superrito.com,161,"5' 3"""
male,Faustin,Bonsaint,12/27/1961,"30 rue des six frères Ruellan",FaustinBonsaint@armyspy.com,166,"5' 5"""
male,Ray,Tétrault,11/23/1958,"11 Rue du Limas",RayTetrault@rhyta.com,187,"6' 2"""
female,Inès,Labonté,8/19/1935,"87 Rue du Palais",InesLabonte@armyspy.com,160,"5' 3"""
female,Aubrette,Chenard,12/21/1955,"3 rue de la Boétie",AubretteChenard@rhyta.com,154,"5' 1"""
female,Corette,Sacré,4/7/1972,"36 rue Adolphe Wurtz",CoretteSacre@superrito.com,157,"5' 2"""
male,Jacques,Bler,7/31/2001,"52 rue des Coudriers",JacquesBler@gustr.com,154,"5' 1"""
male,André,Lafrenière,7/8/1979,"24 rue des lieutemants Thomazo",AndreLafreniere@jourrapide.com,183,"6' 0"""
male,Artus,Larivière,11/4/1980,"77 quai Saint-Nicolas",ArtusLariviere@einrot.com,183,"6' 0"""
female,Cosette,Coudert,7/26/1938,"95 rue Pierre Motte",CosetteCoudert@rhyta.com,153,"5' 0"""
female,Gay,Sansouci,12/9/1983,"75 Quai des Belges",GaySansouci@cuvox.de,156,"5' 1"""
female,Lundy,Melanson,4/10/1972,"84 rue Marie de Médicis",LundyMelanson@fleckens.hu,166,"5' 5"""
female,Fauna,Duffet,8/22/1941,"75 route de Lyon",FaunaDuffet@fleckens.hu,154,"5' 1"""
male,Louis,Jodoin,1/14/1997,"89 boulevard de Prague",LouisJodoin@rhyta.com,182,"6' 0"""
male,Ray,Bordeaux,5/30/1969,"12 avenue de Bouvines",RayBordeaux@superrito.com,182,"6' 0"""
female,Fantina,Avare,2/10/1984,"60 rue de la République",FantinaAvare@fleckens.hu,158,"5' 2"""
female,Anouk,Sirois,3/1/1980,"85 rue Gustave Eiffel",AnoukSirois@dayrep.com,157,"5' 2"""
male,Oliver,Sylvain,6/7/1938,"97 Rue Hubert de Lisle",OliverSylvain@gustr.com,184,"6' 0"""
female,Belisarda,Lamothe,6/6/1988,"54 Avenue De Marlioz",BelisardaLamothe@superrito.com,163,"5' 4"""
male,Manville,Deniger,3/30/1987,"84 avenue Jules Ferry",ManvilleDeniger@superrito.com,185,"6' 1"""
male,Thomas,Quiron,1/1/1995,"65 rue des six frères Ruellan",ThomasQuiron@superrito.com,182,"6' 0"""
female,Rachelle,Laramée,12/16/1944,"24 rue de la Boétie",RachelleLaramee@armyspy.com,154,"5' 1"""
female,Patience,Paimboeuf,4/25/1949,"30 rue de Raymond Poincaré",PatiencePaimboeuf@fleckens.hu,158,"5' 2"""
male,Roger,Gaulin,4/20/1996,"65 rue du Gue Jacquet",RogerGaulin@dayrep.com,188,"6' 2"""
female,Denise,Auclair,7/4/1950,"41 Cours Marechal-Joffre",DeniseAuclair@superrito.com,160,"5' 3"""
female,Viollette,CinqMars,4/9/2001,"19 rue Jean Vilar",ViolletteCinqMars@jourrapide.com,155,"5' 1"""
male,Denis,Guibord,10/15/1935,"28 rue Goya",DenisGuibord@jourrapide.com,184,"6' 0"""
male,Marsilius,Gingras,5/25/1983,"81 rue Banaudon",MarsiliusGingras@armyspy.com,182,"6' 0"""
female,Heloise,Tessier,5/30/1980,"27 rue Sadi Carnot",HeloiseTessier@einrot.com,160,"5' 3"""
male,Guillaume,Cuillerier,8/11/1997,"14 rue Sébastopol",GuillaumeCuillerier@dayrep.com,188,"6' 2"""
male,Armand,Chevrette,5/23/1947,"65 Place Napoléon",ArmandChevrette@cuvox.de,184,"6' 0"""
female,Clémence,Covillon,7/25/1986,"2 Chemin Du Lavarin Sud",ClemenceCovillon@cuvox.de,166,"5' 5"""
female,Laurene,Brisette,3/24/1999,"33 cours Jean Jaures",LaureneBrisette@jourrapide.com,156,"5' 1"""
male,Talbot,Sansouci,10/15/1976,"22 rue Descartes",TalbotSansouci@armyspy.com,184,"6' 0"""
female,Eloise,Garreau,4/13/1931,"91 rue Pierre Motte",EloiseGarreau@teleworm.us,153,"5' 0"""
female,Julienne,Tardif,5/15/1970,"82 rue du Château",JulienneTardif@superrito.com,154,"5' 1"""
female,Juliette,Ratté,9/25/1968,"59 Place Napoléon",JulietteRatte@jourrapide.com,153,"5' 0"""
female,Ambra,Chalifour,9/24/2000,"84 avenue Voltaire",AmbraChalifour@teleworm.us,160,"5' 3"""
female,Christelle,Begin,9/2/1992,"11 boulevard de Prague",ChristelleBegin@armyspy.com,163,"5' 4"""
male,Cloridan,"Du Trieux",7/6/1988,"65 rue de Penthièvre",CloridanDuTrieux@dayrep.com,187,"6' 2"""
female,Oriel,Achin,5/7/1985,"8 rue Sadi Carnot",OrielAchin@cuvox.de,161,"5' 3"""
male,Aubrey,Monrency,6/26/2001,"11 rue Descartes",AubreyMonrency@fleckens.hu,155,"5' 1"""
male,Zdenek,Chevrette,11/10/1977,"13 rue Saint Germain",ZdenekChevrette@armyspy.com,186,"6' 1"""
male,Russell,Henrichon,4/15/1997,"83 Rue de Verdun",RussellHenrichon@gustr.com,182,"6' 0"""
female,Eglantine,Pelland,5/15/2001,"92 avenue Jules Ferry",EglantinePelland@teleworm.us,157,"5' 2"""
female,Cinderella,Chnadonnet,10/13/1990,"47 Rue de Strasbourg",CinderellaChnadonnet@cuvox.de,158,"5' 2"""
male,Verrill,Bériault,12/27/1984,"41 rue du Général Ailleret",VerrillBeriault@einrot.com,188,"6' 2"""
female,Sabine,Lavallée,10/10/1989,"51 rue Marie de Médicis",SabineLavallee@einrot.com,166,"5' 5"""
female,Jessamine,Pelchat,11/6/1999,"86 boulevard Aristide Briand",JessaminePelchat@superrito.com,152,"5' 0"""
male,Mercer,Croteau,12/15/1988,"69 place de Miremont",MercerCroteau@cuvox.de,184,"6' 0"""
female,Audrey,Saindon,9/20/1982,"94 rue des lieutemants Thomazo",AudreySaindon@teleworm.us,158,"5' 2"""
female,Jacquenett,Dodier,6/14/1997,"87 rue Isambard",JacquenettDodier@rhyta.com,157,"5' 2"""
female,Alexandrin,Alexandre,11/21/1969,"98 rue de la République",AlexandrinAlexandre@rhyta.com,156,"5' 1"""
male,Zdenek,Courtois,7/1/1981,"31 rue du Clair Bocage",ZdenekCourtois@einrot.com,183,"6' 0"""
female,Allyriane,Baril,10/11/1941,"25 rue Léon Dierx",AllyrianeBaril@einrot.com,157,"5' 2"""
female,Demi,Moïse,5/3/1964,"37 Rue du Limas",DemiMoise@rhyta.com,155,"5' 1"""
female,Ormazd,Brault,10/6/1964,"55 rue Grande Fusterie",OrmazdBrault@jourrapide.com,154,"5' 1"""
male,Xarles,Allard,8/5/1957,"19 boulevard Aristide Briand",XarlesAllard@jourrapide.com,183,"6' 0"""
male,Anton,Chabot,9/2/1945,"68 rue Marguerite",AntonChabot@armyspy.com,183,"6' 0"""
female,Clémence,Quenneville,2/12/1982,"94 rue Marie de Médicis",ClemenceQuenneville@jourrapide.com,163,"5' 4"""
male,Wyatt,Vincent,10/18/1989,"20 rue de Lille",WyattVincent@gustr.com,187,"6' 2"""
male,Xavier,Marchesseault,3/31/1977,"52 rue Beauvau",XavierMarchesseault@superrito.com,189,"6' 2"""
male,Vincent,Boulanger,10/7/1966,"60 quai Saint-Nicolas",VincentBoulanger@rhyta.com,182,"6' 0"""
female,Josephe,Ducharme,3/5/1949,"22 rue de l'Epeule",JosepheDucharme@teleworm.us,152,"5' 0"""
female,Aiglentina,Racicot,12/17/1965,"90 rue Sébastopol",AiglentinaRacicot@teleworm.us,160,"5' 3"""
female,Julienne,Arpin,9/6/1935,"8 boulevard de Prague",JulienneArpin@superrito.com,166,"5' 5"""
female,Edmee,Salois,8/13/1931,"82 rue Gustave Eiffel",EdmeeSalois@fleckens.hu,158,"5' 2"""
male,Clovis,Dodier,12/9/1941,"49 Avenue Millies Lacroix",ClovisDodier@armyspy.com,183,"6' 0"""
male,Zdenek,Lamoureux,9/2/1960,"78 rue Marguerite",ZdenekLamoureux@jourrapide.com,166,"5' 5"""
female,Dominique,Desruisseaux,4/21/1930,"8 Chemin des Bateliers",DominiqueDesruisseaux@cuvox.de,156,"5' 1"""
male,René,Morneau,3/28/1967,"71 Rue de la Pompe",ReneMorneau@jourrapide.com,183,"6' 0"""
male,Thiery,Berie,4/8/1988,"59 rue Petite Fusterie",ThieryBerie@rhyta.com,182,"6' 0"""
female,Esmeraude,Fecteau,10/4/1930,"4 rue Léon Dierx",EsmeraudeFecteau@rhyta.com,155,"5' 1"""
female,Claude,Rousseau,10/3/1962,"49 rue Reine Elisabeth",ClaudeRousseau@cuvox.de,154,"5' 1"""
female,Madeleine,Carignan,6/24/1956,"46 boulevard de Prague",MadeleineCarignan@cuvox.de,163,"5' 4"""
male,Quennel,Dandonneau,9/29/1995,"78 rue Gontier-Patin",QuennelDandonneau@armyspy.com,182,"6' 0"""
female,Alexandrin,Majory,1/20/1942,"61 quai Saint-Nicolas",AlexandrinMajory@teleworm.us,163,"5' 4"""
male,Claude,Sevier,9/19/1951,"13 rue du Château",ClaudeSevier@superrito.com,185,"6' 1"""
female,Ormazd,Gendron,12/9/1963,"40 Square de la Couronne",OrmazdGendron@fleckens.hu,156,"5' 1"""
female,Élisabeth,Laprise,6/10/1943,"41 Rue de Verdun",ElisabethLaprise@einrot.com,161,"5' 3"""
female,Avril,LaGrande,10/31/1948,"45 Rue du Limas",AvrilLaGrande@dayrep.com,158,"5' 2"""
female,Joséphine,Pellerin,7/2/1945,"82 rue Victor Hugo",JosephinePellerin@superrito.com,166,"5' 5"""
male,Stéphane,Laderoute,6/28/1967,"29 avenue de Bouvines",StephaneLaderoute@superrito.com,186,"6' 1"""
female,Patience,Coudert,1/26/1952,"1 rue Michel Ange",PatienceCoudert@rhyta.com,166,"5' 5"""
female,Joséphine,Larivière,11/30/1960,"61 rue de la Boétie",JosephineLariviere@armyspy.com,154,"5' 1"""
female,Erembourg,Babin,5/29/1988,"86 Rue de Strasbourg",ErembourgBabin@gustr.com,156,"5' 1"""
female,Zoé,Avare,9/8/1960,"53 Rue Roussy",ZoeAvare@superrito.com,157,"5' 2"""
male,Arridano,Plouffe,11/6/1988,"75 Rue Bonnet",ArridanoPlouffe@fleckens.hu,188,"6' 2"""
female,Agnès,Salmons,7/7/1987,"74 rue de Geneve",AgnesSalmons@fleckens.hu,163,"5' 4"""
female,Corinne,Chaloux,12/22/1974,"67 Rue de Verdun",CorinneChaloux@jourrapide.com,160,"5' 3"""
female,Dominique,Beaudouin,5/18/1990,"51 quai Saint-Nicolas",DominiqueBeaudouin@superrito.com,158,"5' 2"""
female,Alexandrin,Ratté,9/7/1942,"74 Rue du Limas",AlexandrinRatte@gustr.com,163,"5' 4"""
female,Jessamine,Clavette,4/3/1962,"71 avenue de Provence",JessamineClavette@dayrep.com,160,"5' 3"""
female,Fifi,Vernadeau,6/10/1930,"51 avenue Voltaire",FifiVernadeau@fleckens.hu,161,"5' 3"""
female,Vivienne,Francoeur,2/1/1936,"9 rue Reine Elisabeth",VivienneFrancoeur@cuvox.de,152,"5' 0"""
female,Julie,Lemelin,5/9/1956,"73 rue du Clair Bocage",JulieLemelin@superrito.com,166,"5' 5"""
female,Trinette,Thériault,6/16/1953,"7 boulevard Albin Durand",TrinetteTheriault@gustr.com,166,"5' 5"""
male,Loring,Labossière,3/16/1954,"86 rue des Dunes",LoringLabossiere@cuvox.de,186,"6' 1"""
male,Marlon,Mailloux,11/13/1996,"11 boulevard d'Alsace",MarlonMailloux@superrito.com,183,"6' 0"""
female,Odelette,Mailhot,3/20/1995,"60 rue des Nations Unies",OdeletteMailhot@rhyta.com,156,"5' 1"""
male,Hugues,Marquis,7/21/1965,"93 Place de la Gare",HuguesMarquis@gustr.com,184,"6' 0"""
male,René,Tollmache,5/27/1971,"24 rue du Clair Bocage",ReneTollmache@jourrapide.com,186,"6' 1"""
female,Emmeline,Chaussée,10/22/1999,"83 rue de l'Epeule",EmmelineChaussee@einrot.com,155,"5' 1"""
female,Apolline,Loiseau,11/17/1935,"47 rue Grande Fusterie",ApollineLoiseau@gustr.com,153,"5' 0"""
male,Fiacre,Lemieux,6/6/1943,"88 rue Gouin de Beauchesne",FiacreLemieux@cuvox.de,166,"5' 5"""
male,Ganelon,Vaillancourt,4/30/1998,"40 avenue du Marechal Juin",GanelonVaillancourt@superrito.com,185,"6' 1"""
female,Garland,Parenteau,3/5/1969,"12 Place Charles de Gaulle",GarlandParenteau@cuvox.de,158,"5' 2"""
female,Searlait,Jolicoeur,12/25/1965,"56 Cours Marechal-Joffre",SearlaitJolicoeur@dayrep.com,163,"5' 4"""
male,Julien,Goddu,3/13/1978,"75 Rue Joseph Vernet",JulienGoddu@rhyta.com,187,"6' 2"""
male,Moore,Gaudreau,3/13/2000,"86 rue des Soeurs",MooreGaudreau@fleckens.hu,157,"5' 2"""
female,Hélène,Coulombe,12/28/1945,"3 rue Marie de Médicis",HeleneCoulombe@fleckens.hu,160,"5' 3"""
male,Hamilton,Tisserand,7/11/1995,"94 rue Ernest Renan",HamiltonTisserand@fleckens.hu,163,"5' 4"""
female,Paige,Batard,5/24/1939,"87 Chemin Des Bateliers",PaigeBatard@dayrep.com,154,"5' 1"""
male,Iven,Gougeon,11/25/1941,"3 boulevard d'Alsace",IvenGougeon@dayrep.com,182,"6' 0"""
male,Gaston,Fongemie,6/25/1972,"1 rue Ernest Renan",GastonFongemie@jourrapide.com,183,"6' 0"""
female,Henriette,Blanchard,9/17/1968,"17 Avenue des Pr'es",HenrietteBlanchard@fleckens.hu,155,"5' 1"""
female,Genevre,Quiron,2/27/1965,"82 rue de la Boétie",GenevreQuiron@cuvox.de,157,"5' 2"""
male,Ferragus,Grondin,7/25/1965,"53 rue de la Hulotais",FerragusGrondin@armyspy.com,187,"6' 2"""
female,Nicolette,Daoust,3/3/1950,"46 rue des Soeurs",NicoletteDaoust@armyspy.com,166,"5' 5"""
male,Eliot,Rocher,6/17/1983,"85 Rue Joseph Vernet",EliotRocher@rhyta.com,187,"6' 2"""
female,Berangaria,Rouleau,8/29/1994,"52 rue Goya",BerangariaRouleau@jourrapide.com,157,"5' 2"""
male,Georges,Nadeau,8/20/1961,"73 Avenue Millies Lacroix",GeorgesNadeau@teleworm.us,184,"6' 0"""
female,Amber,Bienvenue,3/28/1998,"78 rue Descartes",AmberBienvenue@superrito.com,156,"5' 1"""
female,Brie,Quiron,9/23/1931,"22 avenue de Bouvines",BrieQuiron@fleckens.hu,158,"5' 2"""
male,Daniel,Marchesseault,2/17/1951,"46 rue de Geneve",DanielMarchesseault@armyspy.com,166,"5' 5"""
male,Audric,"De La Vergne",5/8/1958,"8 rue du Général Ailleret",AudricDeLaVergne@dayrep.com,186,"6' 1"""
male,Tristan,Labelle,4/22/1974,"41 quai Saint-Nicolas",TristanLabelle@gustr.com,188,"6' 2"""
male,Sennet,Croquetaigne,1/24/1955,"46 rue Charles Corbeau",SennetCroquetaigne@armyspy.com,184,"6' 0"""
female,Berangaria,Covillon,10/24/1976,"22 avenue Jean Portalis",BerangariaCovillon@teleworm.us,157,"5' 2"""
male,Travers,Sylvain,4/2/1952,"22 rue Reine Elisabeth",TraversSylvain@cuvox.de,183,"6' 0"""
male,Victor,Boileau,3/16/1967,"19 avenue de Bouvines",VictorBoileau@dayrep.com,188,"6' 2"""
female,Angelique,Trudeau,11/5/1979,"12 rue Sébastopol",AngeliqueTrudeau@armyspy.com,158,"5' 2"""
female,Morgana,Rossignol,3/10/1955,"28 rue du Clair Bocage",MorganaRossignol@armyspy.com,153,"5' 0"""
female,Falerina,Sorel,2/23/1940,"70 avenue Ferdinand de Lesseps",FalerinaSorel@teleworm.us,155,"5' 1"""
male,Gauthier,CinqMars,12/18/1936,"97 rue des Coudriers",GauthierCinqMars@rhyta.com,163,"5' 4"""
female,Liane,Demers,9/16/1976,"2 rue Grande Fusterie",LianeDemers@cuvox.de,157,"5' 2"""
female,Aubine,Dastous,8/7/1965,"12 rue de la Mare aux Carats",AubineDastous@dayrep.com,166,"5' 5"""
male,Latimer,Bureau,9/29/1946,"60 rue Petite Fusterie",LatimerBureau@armyspy.com,185,"6' 1"""
female,Pascaline,Michaud,4/27/1967,"18 rue Porte d'Orange",PascalineMichaud@armyspy.com,158,"5' 2"""
female,Pascaline,Bourgouin,1/29/1991,"5 Avenue des Tuileries",PascalineBourgouin@fleckens.hu,158,"5' 2"""
female,Marie,Deschênes,12/9/1953,"92 rue du Fossé des Tanneurs",MarieDeschenes@superrito.com,158,"5' 2"""
female,Patricia,Guay,6/7/1953,"24 rue Lenotre",PatriciaGuay@rhyta.com,157,"5' 2"""
female,Babette,Salois,5/10/1994,"39 rue Banaudon",BabetteSalois@einrot.com,156,"5' 1"""
male,Senior,Marcil,5/8/1936,"63 cours Jean Jaures",SeniorMarcil@gustr.com,163,"5' 4"""
female,Fifine,Crête,3/20/1940,"23 place de Miremont",FifineCrete@dayrep.com,163,"5' 4"""
female,Henriette,Robitaille,9/26/1988,"94 rue Marie de Médicis",HenrietteRobitaille@jourrapide.com,154,"5' 1"""
female,Mavise,Bureau,2/18/1942,"49 rue du Fossé des Tanneurs",MaviseBureau@gustr.com,154,"5' 1"""
female,Ancelina,Alexandre,8/18/1968,"93 rue Adolphe Wurtz",AncelinaAlexandre@fleckens.hu,154,"5' 1"""
female,Yolette,Casgrain,1/2/1947,"39 avenue Jules Ferry",YoletteCasgrain@fleckens.hu,158,"5' 2"""
female,Ninette,Brunault,6/14/1970,"19 rue du Président Roosevelt",NinetteBrunault@rhyta.com,158,"5' 2"""
female,Raison,Deschamps,7/25/1954,"94 rue de la Boétie",RaisonDeschamps@rhyta.com,152,"5' 0"""
female,Leone,CinqMars,3/22/1998,"88 boulevard Albin Durand",LeoneCinqMars@armyspy.com,160,"5' 3"""
female,Valentine,Marcoux,9/15/2000,"36 rue de la République",ValentineMarcoux@rhyta.com,155,"5' 1"""
female,Diane,St-Pierre,1/15/1997,"63 Rue St Ferréol",DianeSt-Pierre@teleworm.us,160,"5' 3"""
female,Eloise,Beaulieu,1/13/1936,"90 rue Charles Corbeau",EloiseBeaulieu@jourrapide.com,160,"5' 3"""
female,Susanne,Marois,2/6/1983,"13 rue Charles Corbeau",SusanneMarois@dayrep.com,158,"5' 2"""
male,Parfait,Mailly,2/22/1966,"96 rue de l'Epeule",ParfaitMailly@einrot.com,186,"6' 1"""
female,Amabella,Leduc,10/17/1982,"3 rue Marguerite",AmabellaLeduc@einrot.com,156,"5' 1"""
female,Fanchon,Pépin,6/25/1943,"75 Rue Hubert de Lisle",FanchonPepin@dayrep.com,158,"5' 2"""
female,Élisabeth,Cousteau,7/2/1959,"2 boulevard d'Alsace",ElisabethCousteau@cuvox.de,157,"5' 2"""
male,Marmion,Proulx,12/22/1961,"41 rue Petite Fusterie",MarmionProulx@superrito.com,188,"6' 2"""
male,René,Bilodeau,10/5/1974,"61 Rue Hubert de Lisle",ReneBilodeau@dayrep.com,189,"6' 2"""
female,Dielle,Royer,7/5/1946,"95 rue de la République",DielleRoyer@rhyta.com,163,"5' 4"""
female,Alita,Gauvin,6/17/1957,"12 avenue Jules Ferry",AlitaGauvin@teleworm.us,157,"5' 2"""
male,Avenall,Chartier,1/8/1999,"16 rue de Raymond Poincaré",AvenallChartier@superrito.com,182,"6' 0"""
male,Grégoire,Lanteigne,6/30/1969,"70 Place Napoléon",GregoireLanteigne@armyspy.com,182,"6' 0"""
female,Yolette,Duval,9/7/1996,"73 rue Gustave Eiffel",YoletteDuval@fleckens.hu,153,"5' 0"""
female,Flordelis,Barrière,2/24/1933,"54 rue Lenotre",FlordelisBarriere@fleckens.hu,161,"5' 3"""
female,Arnaude,"de Brisay",7/28/1944,"31 rue du Général Ailleret",ArnaudedeBrisay@cuvox.de,152,"5' 0"""
female,Fealty,Berthiaume,12/2/1999,"5 rue des Soeurs",FealtyBerthiaume@armyspy.com,158,"5' 2"""
female,Eglantine,Lamothe,4/27/1985,"84 rue Charles Corbeau",EglantineLamothe@gustr.com,160,"5' 3"""
female,Valentine,Morin,6/8/1956,"46 rue Ernest Renan",ValentineMorin@superrito.com,158,"5' 2"""
female,Aubrette,Parenteau,3/8/1940,"87 quai Saint-Nicolas",AubretteParenteau@fleckens.hu,156,"5' 1"""
male,Ansel,Sauvé,9/16/1966,"23 Rue Joseph Vernet",AnselSauve@jourrapide.com,184,"6' 0"""
female,Aubrey,Moreau,10/10/1933,"92 avenue de Provence",AubreyMoreau@dayrep.com,154,"5' 1"""
male,Marlon,Routhier,4/1/1945,"65 boulevard Bryas",MarlonRouthier@einrot.com,185,"6' 1"""
male,Soren,Caisse,5/2/1941,"90 rue Grande Fusterie",SorenCaisse@dayrep.com,166,"5' 5"""
female,Blanche,Cressac,5/25/2000,"18 rue Beauvau",BlancheCressac@einrot.com,156,"5' 1"""
